"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"5519","Male","No",45,"No","Low",1
"5520","Female","Yes",48,"Yes","Low",2
"5521","Male","Yes",76,"Yes","Low",2
"5522","Male","Yes",53,"Yes","Low",3
"5523","Male","Yes",83,"No","High",3
"5524","Female","Yes",79,"Yes","High",2
"5525","Female","Yes",49,"Yes","Low",1
"5526","Female","Yes",76,"Yes","High",2
"5527","Male","Yes",37,"No","Average",5
"5528","Female","Yes",37,"Yes","Average",6
"5529","Female","Yes",35,"No","Low",2
"5530","Female","Yes",31,"No","Average",2
"5531","Male","No",21,"No","Low",5
"5532","Male","No",71,"Yes","Low",2
"5533","Female","No",27,"No","Low",4
"5534","Male","Yes",52,"No","Average",4
"5535","Male","Yes",43,"Yes","Average",4
"5536","Male","Yes",46,"Yes","Low",2
"5537","Male","Yes",88,"No","Low",1
"5538","Male","No",29,"No","Low",6
"5539","Male","No",27,"No","Low",5
"5540","Male","Yes",55,"Yes","Low",4
"5541","Female","Yes",48,"No","Average",3
"5542","Male","No",20,"No","Low",5
"5543","Male","No",38,"Yes","Low",1
"5544","Female","No",29,"No","Low",6
"5545","Female","Yes",48,"Yes","Average",4
"5546","Female","No",65,"Yes","Low",1
"5547","Male","Yes",51,"No","Average",7
"5548","Female","No",21,"No","Low",5
"5549","Female","No",42,"Yes","Low",1
"5550","Male","Yes",56,"No","Average",3
"5551","Female","Yes",86,"Yes","High",2
"5552","Male","Yes",59,"Yes","Average",4
"5553","Male","Yes",86,"Yes","High",2
"5554","Male","Yes",59,"Yes","High",2
"5555","Male","Yes",38,"Yes","Average",2
"5556","Female","No",31,"Yes","Low",1
"5557","Female","No",45,"Yes","Low",1
"5558","Female","Yes",48,"Yes","Low",2
"5559","Female","No",33,"No","Low",4
"5560","Male","Yes",38,"Yes","Average",3
"5561","Female","Yes",49,"Yes","Average",4
"5562","Female","Yes",48,"Yes","Average",2
"5563","Male","Yes",37,"Yes","Average",3
"5564","Male","No",28,"Yes","Low",4
"5565","Female","Yes",33,"Yes","Average",2
"5566","Male","No",20,"No","Low",4
"5567","Male","Yes",27,"No","Low",1
"5568","Male","Yes",39,"Yes","Average",4
"5569","Female","Yes",87,"No","Low",1
"5570","Male","No",30,"Yes","Low",4
"5571","Female","Yes",51,"Yes","High",5
"5572","Male","Yes",46,"Yes","High",5
"5573","Female","No",55,"No","Low",1
"5574","Male","No",39,"No","Low",4
"5575","Male","Yes",63,"Yes","Average",4
"5576","Male","Yes",84,"Yes","High",2
"5577","Male","Yes",41,"Yes","High",2
"5578","Male","No",28,"Yes","Low",1
"5579","Male","No",27,"Yes","Low",4
"5580","Male","No",35,"Yes","Low",1
"5581","Female","Yes",47,"Yes","Low",2
"5582","Female","No",51,"Yes","Low",1
"5583","Female","Yes",32,"Yes","Low",3
"5584","Male","Yes",31,"Yes","Low",2
"5585","Female","No",38,"Yes","Low",4
"5586","Male","No",20,"No","Low",3
"5587","Male","No",31,"Yes","Low",6
"5588","Male","Yes",55,"Yes","Low",2
"5589","Male","No",83,"Yes","Low",1
"5590","Male","Yes",41,"Yes","Low",2
"5591","Female","Yes",38,"Yes","Average",2
"5592","Male","Yes",61,"Yes","High",2
"5593","Female","Yes",48,"Yes","Low",1
"5594","Male","Yes",40,"Yes","Average",2
"5595","Female","No",47,"Yes","Low",1
"5596","Male","Yes",53,"Yes","High",4
"5597","Male","No",29,"No","Low",4
"5598","Male","Yes",72,"No","Low",1
"5599","Female","Yes",50,"Yes","Average",4
"5600","Male","Yes",63,"Yes","Low",1
"5601","Male","Yes",42,"Yes","Average",2
"5602","Male","Yes",40,"No","Average",3
"5603","Female","Yes",63,"Yes","Average",5
"5604","Male","No",25,"Yes","Low",3
"5605","Male","Yes",49,"Yes","High",4
"5606","Female","No",28,"No","Low",6
"5607","Female","Yes",69,"Yes","High",2
"5608","Male","No",31,"No","Low",5
"5609","Female","Yes",36,"Yes","Average",5
"5610","Male","No",21,"No","Low",4
"5611","Female","Yes",36,"Yes","Average",2
"5612","Female","No",41,"Yes","Low",1
"5613","Female","No",31,"Yes","Low",2
"5614","Male","Yes",51,"Yes","High",4
"5615","Male","Yes",55,"Yes","Low",3
"5616","Male","Yes",31,"Yes","Average",2
"5617","Female","Yes",61,"No","Average",2
"5618","Male","No",31,"Yes","Low",3
"5619","Female","Yes",55,"Yes","High",4
"5620","Female","No",33,"Yes","Low",5
"5621","Female","Yes",50,"Yes","Average",5
"5622","Male","Yes",71,"No","Low",2
"5623","Male","No",18,"No","Low",4
"5624","Female","Yes",73,"Yes","High",2
"5625","Female","Yes",58,"No","High",4
"5626","Male","Yes",65,"Yes","High",2
"5627","Female","Yes",75,"Yes","High",2
"5628","Female","No",62,"Yes","Low",1
"5629","Female","No",38,"Yes","Low",5
"5630","Female","No",27,"Yes","Low",7
"5631","Male","No",19,"No","Low",3
"5632","Male","Yes",43,"Yes","Low",4
"5633","Female","Yes",50,"Yes","High",2
"5634","Male","No",27,"Yes","Low",1
"5635","Male","No",33,"No","Low",3
"5636","Female","Yes",26,"No","Average",3
"5637","Male","No",45,"Yes","Low",2
"5638","Male","No",25,"Yes","Low",1
"5639","Male","Yes",37,"Yes","Low",1
"5640","Female","Yes",37,"Yes","Average",3
"5641","Female","Yes",60,"Yes","High",6
"5642","Female","Yes",76,"Yes","High",2
"5643","Male","Yes",47,"Yes","Average",4
"5644","Female","Yes",42,"Yes","Low",1
"5645","Male","Yes",66,"Yes","Low",4
"5646","Male","No",20,"No","Low",5
"5647","Male","Yes",40,"Yes","Average",3
"5648","Male","No",21,"No","Low",6
"5649","Female","No",42,"No","Low",1
"5650","Male","Yes",57,"Yes","Average",2
"5651","Male","No",23,"No","Low",3
"5652","Female","Yes",52,"Yes","Average",4
"5653","Male","Yes",42,"Yes","Average",2
"5654","Male","No",28,"No","Low",4
"5655","Male","Yes",43,"Yes","Average",3
"5656","Male","No",30,"Yes","Low",2
"5657","Male","No",26,"No","Low",6
"5658","Male","Yes",86,"Yes","High",2
"5659","Male","Yes",52,"Yes","Average",2
"5660","Female","Yes",43,"No","Low",1
"5661","Male","Yes",53,"Yes","Average",3
"5662","Male","No",33,"Yes","Low",1
"5663","Male","Yes",25,"Yes","Low",2
"5664","Female","Yes",55,"Yes","Low",1
"5665","Female","Yes",47,"Yes","Average",4
"5666","Male","No",27,"No","Low",4
"5667","Male","Yes",38,"Yes","Average",4
"5668","Female","Yes",69,"Yes","Average",9
"5669","Male","No",19,"No","Low",5
"5670","Female","No",28,"No","Low",2
"5671","Male","Yes",65,"Yes","High",2
"5672","Female","No",22,"No","Low",4
"5673","Female","Yes",25,"No","Average",3
"5674","Female","No",52,"Yes","Low",2
"5675","Female","No",37,"Yes","Low",2
"5676","Male","Yes",29,"Yes","Low",2
"5677","Male","No",31,"Yes","Low",3
"5678","Female","No",36,"Yes","Low",1
"5679","Female","No",73,"Yes","Low",1
"5680","Male","Yes",51,"Yes","Low",2
"5681","Male","Yes",60,"No","High",2
"5682","Male","No",40,"Yes","Low",2
"5683","Female","No",22,"No","Low",4
"5684","Male","Yes",28,"Yes","Average",2
"5685","Female","Yes",52,"Yes","Average",3
"5686","Female","No",28,"No","Low",4
"5687","Female","Yes",37,"Yes","Average",2
"5688","Male","Yes",53,"Yes","Average",3
"5689","Female","No",23,"No","Low",6
"5690","Female","Yes",75,"Yes","High",2
"5691","Male","Yes",71,"Yes","High",2
"5692","Male","Yes",53,"Yes","High",4
"5693","Male","Yes",30,"Yes","Average",2
"5694","Female","Yes",31,"No","Average",2
"5695","Male","No",27,"Yes","Low",5
"5696","Male","Yes",65,"Yes","Low",1
"5697","Male","Yes",27,"No","Average",3
"5698","Male","Yes",52,"No","Average",2
"5699","Female","Yes",52,"Yes","Low",2
"5700","Female","No",51,"No","Low",6
"5701","Female","Yes",30,"Yes","Average",5
"5702","Male","No",42,"Yes","Low",2
"5703","Female","No",19,"No","Low",8
"5704","Male","Yes",50,"Yes","High",4
"5705","Male","Yes",41,"Yes","Average",4
"5706","Female","No",36,"No","Low",4
"5707","Female","Yes",43,"Yes","Average",2
"5708","Male","Yes",85,"No","Low",1
"5709","Male","No",70,"No","Low",4
"5710","Male","Yes",43,"Yes","Average",2
"5711","Female","Yes",47,"Yes","Average",2
"5712","Female","Yes",60,"Yes","Low",2
"5713","Female","No",37,"Yes","Low",1
"5714","Male","No",31,"Yes","Low",2
"5715","Female","No",36,"No","Low",2
"5716","Male","No",33,"Yes","Low",1
"5717","Male","No",37,"Yes","Low",7
"5718","Male","Yes",35,"Yes","Average",4
"5719","Male","No",50,"Yes","Low",1
"5720","Male","No",21,"No","Low",4
"5721","Male","Yes",59,"No","Average",2
"5722","Female","No",20,"No","Low",5
"5723","Female","No",49,"Yes","Low",1
"5724","Male","Yes",62,"Yes","High",4
"5725","Male","Yes",61,"Yes","Average",5
"5726","Male","Yes",43,"Yes","Average",2
"5727","Female","Yes",41,"No","Average",3
"5728","Male","Yes",21,"No","Low",3
"5729","Female","Yes",42,"Yes","High",3
"5730","Female","Yes",38,"No","Average",6
"5731","Male","Yes",36,"Yes","High",4
"5732","Male","Yes",51,"Yes","Low",2
"5733","Female","Yes",48,"Yes","Low",2
"5734","Female","No",29,"Yes","Low",1
"5735","Male","No",30,"Yes","Low",1
"5736","Male","No",19,"No","Low",4
"5737","Male","Yes",88,"No","Low",1
"5738","Male","Yes",43,"Yes","High",4
"5739","Male","Yes",38,"Yes","Average",2
"5740","Male","No",32,"No","Low",2
"5741","Female","No",38,"Yes","Low",2
"5742","Female","No",43,"Yes","Low",3
"5743","Male","No",76,"Yes","Low",2
"5744","Male","No",30,"Yes","Low",5
"5745","Male","No",31,"No","Low",4
"5746","Male","No",23,"No","Low",3
"5747","Male","Yes",70,"No","High",3
"5748","Female","No",25,"No","Low",1
"5749","Male","No",29,"No","Low",2
"5750","Female","Yes",50,"Yes","Average",3
"5751","Male","Yes",71,"Yes","Average",2
"5752","Female","No",18,"No","Low",5
"5753","Male","No",35,"No","Low",1
"5754","Female","Yes",45,"Yes","Average",2
"5755","Female","No",41,"Yes","Low",1
"5756","Male","No",20,"No","Low",3
"5757","Male","Yes",27,"No","Average",2
"5758","Male","Yes",27,"Yes","High",2
"5759","Female","No",18,"No","Low",4
"5760","Female","Yes",41,"Yes","High",2
"5761","Male","Yes",67,"No","Average",2
"5762","Female","Yes",28,"Yes","Low",2
"5763","Male","Yes",45,"No","Average",4
"5764","Male","Yes",36,"No","High",4
"5765","Female","Yes",79,"Yes","Average",2
"5766","Female","No",33,"No","Low",3
"5767","Female","Yes",87,"Yes","Average",2
"5768","Female","Yes",52,"Yes","Low",1
"5769","Female","No",32,"No","Low",3
"5770","Female","No",42,"Yes","Low",7
"5771","Male","No",22,"No","Low",5
"5772","Female","No",18,"No","Low",4
"5773","Female","No",26,"No","Low",4
"5774","Female","Yes",66,"Yes","Average",2
"5775","Female","Yes",66,"No","Average",4
"5776","Male","Yes",69,"No","Low",2
"5777","Male","No",25,"Yes","Low",5
"5778","Male","Yes",55,"Yes","Low",2
"5779","Female","Yes",49,"Yes","Low",2
"5780","Male","Yes",61,"Yes","Low",2
"5781","Female","No",47,"Yes","Low",1
"5782","Male","Yes",59,"Yes","High",5
"5783","Male","Yes",38,"Yes","Average",4
"5784","Male","Yes",55,"Yes","Average",2
"5785","Female","No",25,"No","Low",1
"5786","Male","No",36,"No","Low",4
"5787","Male","Yes",41,"Yes","Low",1
"5788","Female","No",39,"No","Low",3
"5789","Female","No",20,"No","Low",3
"5790","Female","No",33,"No","Low",5
"5791","Female","Yes",78,"No","High",3
"5792","Female","Yes",87,"No","Low",1
"5793","Male","No",19,"No","Low",6
"5794","Female","No",23,"No","Low",2
"5795","Female","Yes",60,"Yes","High",4
"5796","Male","Yes",77,"No","High",2
"5797","Female","Yes",43,"No","Low",1
"5798","Female","Yes",51,"Yes","Average",3
"5799","Male","No",18,"No","Low",5
"5800","Female","No",46,"Yes","Low",2
"5801","Female","No",20,"No","Low",5
"5802","Female","No",27,"Yes","Low",5
"5803","Male","Yes",26,"Yes","Low",2
"5804","Female","Yes",57,"Yes","High",3
"5805","Male","Yes",53,"Yes","Average",2
"5806","Male","Yes",38,"Yes","Low",2
"5807","Male","Yes",41,"No","Low",3
"5808","Female","Yes",81,"No","High",2
"5809","Female","Yes",38,"No","Low",3
"5810","Female","No",30,"Yes","Low",1
"5811","Male","Yes",37,"No","Low",3
"5812","Male","Yes",28,"Yes","Average",2
"5813","Male","Yes",43,"No","High",3
"5814","Male","No",21,"No","Low",5
"5815","Male","Yes",33,"Yes","Average",3
"5816","Male","Yes",78,"Yes","High",2
"5817","Female","No",18,"No","Low",6
"5818","Male","No",23,"No","Low",5
"5819","Female","No",27,"No","Low",2
"5820","Female","Yes",45,"Yes","Average",3
"5821","Male","No",31,"No","Low",1
"5822","Male","Yes",42,"Yes","Average",2
"5823","Female","No",37,"Yes","Low",3
"5824","Male","No",33,"Yes","Low",2
"5825","Male","No",32,"Yes","Low",3
"5826","Male","No",21,"No","Low",3
"5827","Female","No",32,"No","Low",4
"5828","Male","Yes",36,"Yes","Average",2
"5829","Male","Yes",43,"Yes","Low",2
"5830","Male","Yes",37,"No","Average",3
"5831","Male","Yes",41,"Yes","Low",2
"5832","Male","Yes",41,"Yes","Average",2
"5833","Female","Yes",55,"No","Low",2
"5834","Male","Yes",61,"No","Average",4
"5835","Female","No",38,"No","Low",2
"5836","Male","Yes",62,"Yes","Average",6
"5837","Female","No",33,"No","Low",4
"5838","Male","Yes",53,"Yes","Average",2
"5839","Male","No",38,"Yes","Low",3
"5840","Male","Yes",51,"No","Average",4
"5841","Female","Yes",36,"No","Low",4
"5842","Male","Yes",45,"Yes","Average",4
"5843","Female","Yes",71,"No","Low",1
"5844","Female","No",26,"No","Low",6
"5845","Female","Yes",84,"Yes","Low",1
"5846","Male","Yes",56,"No","High",2
"5847","Male","No",27,"No","Low",4
"5848","Male","No",36,"No","Low",3
"5849","Female","Yes",70,"Yes","Low",3
"5850","Female","Yes",40,"Yes","Average",2
"5851","Male","No",22,"No","Low",4
"5852","Male","Yes",48,"Yes","Low",1
"5853","Female","Yes",41,"Yes","Average",2
"5854","Male","Yes",77,"Yes","Low",2
"5855","Male","Yes",72,"Yes","Low",1
"5856","Female","No",21,"No","Low",3
"5857","Female","No",29,"Yes","Low",4
"5858","Female","Yes",33,"Yes","Average",3
"5859","Female","No",29,"Yes","Low",7
"5860","Male","No",18,"No","Low",2
"5861","Female","Yes",38,"Yes","Average",2
"5862","Female","Yes",48,"Yes","Average",2
"5863","Female","Yes",48,"Yes","Average",2
"5864","Female","No",37,"Yes","Low",1
"5865","Male","No",32,"Yes","Low",5
"5866","Male","No",33,"No","Low",5
"5867","Male","No",31,"No","Low",8
"5868","Male","Yes",47,"No","Average",5
"5869","Male","Yes",63,"Yes","Average",3
"5870","Female","No",26,"Yes","Low",2
"5871","Male","Yes",65,"Yes","High",2
"5872","Male","Yes",22,"No","Average",4
"5873","Female","Yes",42,"No","Low",1
"5874","Male","Yes",43,"No","Low",1
"5875","Female","No",23,"No","Low",4
"5876","Male","No",27,"Yes","Low",4
"5877","Male","No",42,"Yes","Low",1
"5878","Male","Yes",45,"Yes","High",3
"5879","Male","No",33,"Yes","Low",6
"5880","Male","Yes",58,"No","High",4
"5881","Male","No",21,"No","Low",3
"5882","Female","No",85,"Yes","Low",1
"5883","Male","No",41,"No","Low",3
"5884","Male","Yes",76,"Yes","High",2
"5885","Female","Yes",57,"No","Low",1
"5886","Male","Yes",38,"No","Average",5
"5887","Male","Yes",50,"Yes","Average",5
"5888","Male","No",25,"Yes","Low",1
"5889","Male","No",33,"No","Low",4
"5890","Male","No",62,"Yes","Low",1
"5891","Male","No",26,"No","Low",6
"5892","Male","Yes",25,"Yes","Low",2
"5893","Male","Yes",63,"No","High",3
"5894","Male","No",19,"No","Low",3
"5895","Female","Yes",26,"No","High",2
"5896","Female","No",26,"Yes","Low",1
"5897","Female","No",30,"Yes","Low",3
"5898","Female","Yes",36,"Yes","Low",1
"5899","Female","No",22,"No","Low",9
"5900","Male","No",27,"No","Low",4
"5901","Male","Yes",42,"Yes","High",5
"5902","Male","No",21,"No","Low",2
"5903","Male","Yes",38,"Yes","High",3
"5904","Male","Yes",63,"Yes","Average",4
"5905","Female","Yes",47,"Yes","High",5
"5906","Female","No",25,"Yes","Low",3
"5907","Female","Yes",69,"Yes","High",2
"5908","Male","Yes",53,"Yes","Low",1
"5909","Male","Yes",36,"Yes","Low",2
"5910","Male","No",27,"Yes","Low",5
"5911","Male","No",19,"No","Low",3
"5912","Male","Yes",29,"No","Average",2
"5913","Female","No",51,"Yes","Low",1
"5914","Male","No",43,"Yes","Low",1
"5915","Male","No",42,"Yes","Low",1
"5916","Female","Yes",72,"Yes","High",2
"5917","Male","No",37,"Yes","Low",2
"5918","Male","Yes",66,"No","High",2
"5919","Male","Yes",39,"Yes","Average",2
"5920","Female","No",21,"No","Low",5
"5921","Male","No",21,"No","Low",4
"5922","Female","Yes",28,"Yes","High",2
"5923","Male","Yes",56,"Yes","Average",4
"5924","Male","No",26,"Yes","Low",1
"5925","Male","No",18,"No","Low",6
"5926","Male","No",23,"No","Low",8
"5927","Female","Yes",45,"Yes","Average",5
"5928","Female","Yes",65,"No","Average",3
"5929","Female","Yes",87,"No","Low",1
"5930","Female","Yes",56,"Yes","Average",4
"5931","Male","No",47,"Yes","Low",2
"5932","Female","No",68,"Yes","Low",1
"5933","Male","No",18,"No","Low",3
"5934","Male","Yes",40,"Yes","Low",1
"5935","Female","Yes",41,"Yes","Low",1
"5936","Male","No",23,"No","Low",4
"5937","Male","No",35,"Yes","Low",1
"5938","Male","Yes",66,"Yes","High",2
"5939","Male","No",22,"No","Low",3
"5940","Male","No",23,"No","Low",4
"5941","Male","No",18,"No","Low",4
"5942","Male","Yes",60,"No","Low",1
"5943","Female","Yes",40,"No","Low",1
"5944","Female","Yes",30,"No","Average",8
"5945","Male","No",28,"No","Low",2
"5946","Male","Yes",42,"No","Low",2
"5947","Male","No",46,"Yes","Low",2
"5948","Female","No",23,"No","Low",4
"5949","Male","Yes",43,"Yes","Low",1
"5950","Female","No",20,"No","Low",6
"5951","Female","No",27,"Yes","Low",2
"5952","Male","Yes",82,"Yes","Low",1
"5953","Male","No",21,"No","Low",4
"5954","Female","No",25,"No","Low",4
"5955","Male","Yes",60,"No","Average",2
"5956","Female","Yes",71,"Yes","High",2
"5957","Female","No",39,"Yes","Low",1
"5958","Male","Yes",83,"Yes","Low",1
"5959","Female","Yes",35,"Yes","Low",2
"5960","Male","No",19,"No","Low",4
"5961","Male","No",53,"Yes","Low",1
"5962","Male","No",23,"No","Low",9
"5963","Male","No",20,"No","Low",3
"5964","Female","Yes",50,"Yes","Low",1
"5965","Male","Yes",35,"Yes","High",4
"5966","Male","Yes",32,"Yes","Average",2
"5967","Female","Yes",33,"No","High",3
"5968","Female","Yes",53,"Yes","Average",3
"5969","Male","Yes",47,"Yes","Average",4
"5970","Female","No",37,"Yes","Low",1
"5971","Male","Yes",50,"Yes","Average",4
"5972","Female","No",23,"No","Low",3
"5973","Female","No",30,"Yes","Low",1
"5974","Female","No",28,"No","Low",2
"5975","Male","Yes",39,"Yes","Low",1
"5976","Male","Yes",81,"No","High",2
"5977","Female","Yes",65,"No","Average",2
"5978","Male","Yes",53,"Yes","High",3
"5979","Male","Yes",30,"Yes","Low",2
"5980","Male","No",40,"Yes","Low",1
"5981","Male","No",28,"Yes","Low",6
"5982","Male","Yes",28,"Yes","Low",9
"5983","Female","Yes",60,"Yes","Low",4
"5984","Male","Yes",48,"Yes","Low",3
"5985","Male","Yes",70,"Yes","Low",1
"5986","Female","Yes",39,"Yes","Average",2
"5987","Male","Yes",42,"No","Average",5
"5988","Male","Yes",38,"No","Average",2
"5989","Male","No",35,"Yes","Low",1
"5990","Male","Yes",43,"Yes","Average",3
"5991","Female","Yes",83,"Yes","Low",1
"5992","Male","Yes",43,"Yes","Low",1
"5993","Female","Yes",46,"Yes","Average",4
"5994","Male","Yes",50,"Yes","Average",3
"5995","Female","No",38,"Yes","Low",1
"5996","Male","Yes",69,"No","High",2
"5997","Female","Yes",38,"Yes","Average",2
"5998","Female","No",26,"Yes","Low",3
"5999","Male","No",37,"No","Low",5
"6000","Male","Yes",72,"Yes","High",2
"6001","Male","Yes",52,"Yes","Average",4
"6002","Male","Yes",85,"Yes","High",2
"6003","Female","No",29,"Yes","Low",3
"6004","Male","No",26,"No","Low",4
"6005","Female","No",33,"Yes","Low",6
"6006","Female","No",40,"Yes","Low",1
"6007","Female","No",32,"Yes","Low",7
"6008","Male","Yes",79,"Yes","High",2
"6009","Female","No",25,"Yes","Low",1
"6010","Male","No",35,"No","Low",1
"6011","Female","Yes",68,"Yes","Low",1
"6012","Male","No",33,"Yes","Low",4
"6013","Male","Yes",36,"Yes","Average",5
"6014","Male","Yes",51,"Yes","High",5
"6015","Male","Yes",25,"Yes","Low",4
"6016","Female","Yes",37,"Yes","Average",2
"6017","Female","Yes",39,"Yes","Average",2
"6018","Female","Yes",35,"Yes","Average",2
"6019","Male","No",21,"No","Low",4
"6020","Female","Yes",55,"Yes","Average",4
"6021","Female","No",20,"No","Low",4
"6022","Male","Yes",35,"No","High",3
"6023","Female","No",39,"No","Low",1
"6024","Male","Yes",83,"No","High",2
"6025","Male","Yes",45,"Yes","Average",2
"6026","Male","Yes",40,"Yes","Low",2
"6027","Female","No",27,"Yes","Low",5
"6028","Male","Yes",51,"No","Average",3
"6029","Male","Yes",35,"Yes","Average",3
"6030","Male","Yes",57,"Yes","Low",2
"6031","Male","Yes",20,"No","Average",4
"6032","Female","No",49,"Yes","Low",1
"6033","Male","No",52,"Yes","Low",2
"6034","Male","Yes",35,"Yes","Average",3
"6035","Male","Yes",39,"Yes","Low",3
"6036","Male","Yes",69,"Yes","Low",2
"6037","Female","No",26,"Yes","Low",2
"6038","Male","Yes",36,"Yes","Low",4
"6039","Female","Yes",25,"Yes","Average",2
"6040","Female","Yes",60,"Yes","Low",1
"6041","Female","No",37,"Yes","Low",2
"6042","Female","No",42,"No","Low",1
"6043","Male","No",22,"No","Low",4
"6044","Male","Yes",41,"No","Average",4
"6045","Male","Yes",75,"No","Low",1
"6046","Female","Yes",37,"Yes","High",2
"6047","Female","Yes",77,"Yes","High",2
"6048","Male","Yes",57,"No","Average",2
"6049","Male","Yes",43,"Yes","High",4
"6050","Female","No",31,"Yes","Low",4
"6051","Male","No",33,"No","Low",2
"6052","Male","Yes",60,"Yes","High",4
"6053","Female","Yes",61,"Yes","Low",2
"6054","Female","No",29,"No","Low",1
"6055","Male","No",25,"Yes","Low",4
"6056","Male","Yes",83,"Yes","High",2
"6057","Female","No",38,"Yes","Low",1
"6058","Male","No",28,"Yes","Low",4
"6059","Male","Yes",65,"Yes","High",2
"6060","Female","Yes",61,"Yes","Average",4
"6061","Female","Yes",46,"Yes","Low",2
"6062","Female","Yes",51,"No","Low",2
"6063","Male","Yes",36,"No","High",3
"6064","Female","Yes",55,"Yes","Average",2
"6065","Male","Yes",43,"Yes","Average",4
"6066","Female","Yes",46,"Yes","Average",4
"6067","Female","Yes",43,"Yes","Average",2
"6068","Male","Yes",57,"No","Low",3
"6069","Male","Yes",35,"No","Low",1
"6070","Male","Yes",65,"Yes","Average",2
"6071","Female","Yes",37,"Yes","Low",3
"6072","Male","Yes",35,"Yes","Average",2
"6073","Male","Yes",37,"No","Low",2
"6074","Male","Yes",38,"Yes","Average",3
"6075","Male","No",19,"No","Low",3
"6076","Male","No",36,"Yes","Low",1
"6077","Male","Yes",61,"Yes","Average",2
"6078","Male","Yes",53,"No","Average",6
"6079","Male","Yes",45,"Yes","Low",1
"6080","Female","Yes",42,"No","Low",6
"6081","Female","Yes",83,"Yes","High",2
"6082","Female","No",36,"Yes","Low",1
"6083","Female","No",37,"Yes","Low",1
"6084","Male","Yes",42,"Yes","Average",3
"6085","Female","Yes",80,"No","High",2
"6086","Female","No",18,"No","Low",5
"6087","Male","Yes",57,"Yes","Low",2
"6088","Male","No",36,"No","Low",2
"6089","Female","No",43,"Yes","Low",1
"6090","Male","No",31,"No","Low",3
"6091","Male","No",38,"Yes","Low",1
"6092","Male","Yes",45,"Yes","High",4
"6093","Male","Yes",72,"Yes","High",2
"6094","Female","Yes",43,"Yes","Low",2
"6095","Female","No",29,"Yes","Low",2
"6096","Male","No",45,"Yes","Low",2
"6097","Female","No",29,"Yes","Low",1
"6098","Male","No",43,"Yes","Low",3
"6099","Female","Yes",42,"No","Average",3
"6100","Male","Yes",47,"No","Average",6
"6101","Male","No",26,"Yes","Low",3
"6102","Female","Yes",60,"Yes","High",3
"6103","Male","Yes",41,"Yes","Low",2
"6104","Male","Yes",47,"Yes","High",4
"6105","Male","No",27,"Yes","Low",3
"6106","Male","No",18,"No","Low",3
"6107","Female","No",46,"Yes","Low",1
"6108","Female","Yes",35,"Yes","Average",2
"6109","Female","No",25,"Yes","Low",2
"6110","Male","No",18,"No","Low",3
"6111","Female","No",22,"No","Low",3
"6112","Male","Yes",56,"No","Average",3
"6113","Female","Yes",35,"Yes","Average",2
"6114","Male","Yes",50,"Yes","Average",2
"6115","Male","No",42,"Yes","Low",1
"6116","Male","No",33,"No","Low",6
"6117","Female","Yes",69,"No","Low",2
"6118","Female","Yes",38,"Yes","Low",2
"6119","Male","Yes",42,"Yes","Average",5
"6120","Male","Yes",61,"Yes","Average",6
"6121","Female","No",20,"No","Low",6
"6122","Female","Yes",46,"Yes","Average",2
"6123","Male","Yes",40,"No","Low",4
"6124","Male","Yes",51,"Yes","High",2
"6125","Female","Yes",58,"Yes","Average",5
"6126","Female","No",33,"Yes","Low",5
"6127","Male","No",26,"No","Low",2
"6128","Male","Yes",58,"No","High",3
"6129","Male","Yes",65,"Yes","High",2
"6130","Male","Yes",41,"Yes","Average",2
"6131","Male","Yes",42,"Yes","Average",2
"6132","Male","Yes",25,"No","Low",1
"6133","Female","No",30,"No","Low",6
"6134","Male","Yes",79,"No","Low",1
"6135","Female","Yes",51,"No","High",3
"6136","Male","No",26,"Yes","Low",4
"6137","Female","Yes",37,"No","Average",4
"6138","Female","No",25,"No","Low",2
"6139","Male","No",41,"Yes","Low",2
"6140","Female","Yes",83,"Yes","High",3
"6141","Male","Yes",35,"Yes","Average",3
"6142","Male","No",21,"No","Low",7
"6143","Female","No",28,"Yes","Low",3
"6144","Male","Yes",45,"Yes","Average",2
"6145","Male","Yes",51,"No","Low",4
"6146","Male","No",25,"Yes","Low",3
"6147","Male","No",29,"Yes","Low",3
"6148","Male","Yes",45,"No","Low",2
"6149","Female","Yes",47,"No","Average",5
"6150","Female","No",56,"Yes","Low",2
"6151","Female","No",40,"Yes","Low",2
"6152","Female","Yes",65,"Yes","Low",1
"6153","Male","No",40,"Yes","Low",1
"6154","Male","Yes",42,"Yes","Average",2
"6155","Male","Yes",45,"Yes","Average",3
"6156","Female","Yes",58,"Yes","Low",1
"6157","Female","No",30,"No","Low",3
"6158","Male","Yes",35,"Yes","High",2
"6159","Female","Yes",53,"No","Low",1
"6160","Female","Yes",58,"Yes","Average",2
"6161","Female","Yes",88,"Yes","High",2
"6162","Female","No",27,"No","Low",3
"6163","Male","No",39,"Yes","Low",1
"6164","Female","Yes",41,"Yes","Low",1
"6165","Female","No",28,"No","Low",4
"6166","Male","Yes",35,"No","Low",3
"6167","Male","Yes",76,"No","High",2
"6168","Female","No",33,"Yes","Low",1
"6169","Female","Yes",59,"Yes","Low",2
"6170","Female","Yes",45,"Yes","Low",1
"6171","Female","Yes",81,"No","High",2
"6172","Female","No",33,"No","Low",3
"6173","Female","Yes",86,"No","High",2
"6174","Male","No",19,"No","Low",4
